obs_id,price_pred
id_000001,-1180.1017253152077
id_000002,-22218.753010259872
id_000003,-22245.87287501926
id_000004,46781.8600422596
id_000005,40834.53485815974
id_000006,116734.28866889505
id_000007,-81927.65737719735
id_000008,-4387.044808928218
id_000009,-3699.8427195825716
id_000010,-43357.45749734635
id_000011,-4634.805779907092
id_000012,37242.39038569873
id_000013,-4395.471065823891
id_000014,55276.04608538622
id_000015,10366.734469763884
id_000016,-8125.0559561540285
id_000017,140311.37455597075
id_000018,26640.784601912084
id_000019,28821.13767995449
id_000020,-34927.77853470644
id_000021,-39134.1917591307
id_000022,45911.40406242179
id_000023,11355.937259607173
id_000024,-80974.00070900918
id_000025,-48498.83378209516
id_000026,86385.23509050466
id_000027,35959.61315225353
id_000028,124770.33998579123
id_000029,-2562.932160902168
id_000030,10851.989060753702
id_000031,3850.954006323849
id_000032,47110.98060751663
id_000033,-1573.7293710588783
id_000034,38369.03359341109
id_000035,25495.447786336008
id_000036,145671.55085286679
id_000037,8350.941674349997
id_000038,19950.17650487554
id_000039,86843.3698167351
id_000040,44939.05378636996
id_000041,121224.00898595326
id_000042,24010.723054534967
id_000043,68461.89994392687
id_000044,48229.197558333326
id_000045,9752.465717800671
id_000046,16616.06035436139
id_000047,14260.879642722539
id_000048,-1536.342155331622
id_000049,61433.74502473763
id_000050,90664.58165231132
id_000051,-31968.596422072333
id_000052,-4826.4859272949325
id_000053,-9655.594160578163
id_000054,-20138.453134359283
id_000055,-49864.81170389072
id_000056,-34396.71047109361
id_000057,174902.38748044046
id_000058,100918.37326297729
id_000059,80795.99143049342
id_000060,2861.751216480505
id_000061,48980.90672816567
id_000062,31790.587143556608
id_000063,77780.72849426832
id_000064,23277.707492566282
id_000065,24606.298198634533
id_000066,40349.280267169925
id_000067,74409.2251280268
id_000068,88794.65553166228
id_000069,77963.98238476049
id_000070,-7639.801365164272
id_000071,-6860.972330572538
id_000072,39945.38527045827
id_000073,50428.24424423938
id_000074,-65039.33849308591
id_000075,2549.48316501499
id_000076,58024.854442768796
id_000077,-9976.288468939467
id_000078,20574.712607806745
id_000079,55825.807756862734
id_000080,20152.12400323143
id_000081,14627.387423706889
id_000082,6343.575135831772
id_000083,-28166.07819435977
id_000084,-90421.84342032399
id_000085,74225.97123753461
id_000086,22040.74373174412
id_000087,-24417.79969616594
id_000088,-5551.075232367952
id_000089,19556.54885913187
id_000090,19521.00273747676
id_000091,53974.57524407735
id_000092,53901.641906694924
id_000093,175562.4697050267
id_000094,-63654.66696342666
id_000095,9725.345853041283
id_000096,10568.681968119716
id_000097,-30402.512095993174
id_000098,63147.53711965388
id_000099,35089.15717241571
id_000100,22388.55790486481
id_000101,22892.506103718282
id_000102,121.36911599370796
id_000103,81529.0069924621
id_000104,39166.556235866534
id_000105,68965.84814278033
id_000106,50657.3116073546
id_000107,-7694.041094682987
id_000108,-62134.39610997054
id_000109,-11690.080563855714
id_000110,46213.404762919425
id_000111,-41928.81358913632
id_000112,-40545.983153549336
id_000113,56742.077209323594
id_000114,82857.59769853036
id_000115,-84080.89059048037
id_000116,-1665.3563163049657
id_000117,44087.29141439579
id_000118,-16106.867543531498
id_000119,-37557.84008208358
id_000120,152214.45118106625
id_000121,17788.51703469685
id_000122,17486.51633419921
id_000123,-2013.1704894256509
id_000124,43354.275852427105
id_000125,7828.299867632864
id_000126,-12010.774872217014
id_000127,29920.66102290752
id_000128,60544.59543703616
id_000129,31928.02756142574
id_000130,-28605.51931272651
id_000131,143335.06374909158
id_000132,-11781.707509101798
id_000133,13867.251996978812
id_000134,11439.137947957533
id_000135,20418.578582073962
id_000136,-19122.130479756608
id_000137,-50368.75990274419
id_000138,38067.0328929135
id_000139,93275.94959182477
id_000140,29068.898650933363
id_000141,51436.14064194633
id_000142,-49827.42448816341
id_000143,63999.299491628044
id_000144,-30906.460294846645
id_000145,2697.190933852049
id_000146,-68933.48366604457
id_000147,46579.91254390377
id_000148,46992.23379751116
id_000149,-47390.8841822464
id_000150,-34094.70977059597
id_000151,-70418.20839784562
id_000152,60178.087656051815
id_000153,41750.8043106206
id_000154,80868.92476787584
id_000155,-30850.379471255615
id_000156,8615.555159120326
id_000157,80337.85670426299
id_000158,44637.05308587231
id_000159,116276.15394266462
id_000160,68920.0346701573
id_000161,1468.6534299256164
id_000162,-57286.59426882368
id_000163,-6623.478710561598
id_000164,111813.55349036574
id_000165,-143090.484423032
id_000166,78853.13197246197
id_000167,17807.21064256051
id_000168,54909.538304401874
id_000169,8267.740985999579
id_000170,46652.8458812862
id_000171,92111.91916838504
id_000172,153222.3475787732
id_000173,16780.62063698991
id_000174,43143.902097175545
id_000175,82014.26158345192
id_000176,42667.07376308146
id_000177,89244.36400099698
id_000178,-19130.556736652336
id_000179,162697.31015484736
id_000180,-62519.59749881855
id_000181,18731.906351917096
id_000182,105014.46593429171
id_000183,50757.364809496416
id_000184,4529.729838773768
id_000185,51912.968976040414
id_000186,15570.776740927133
id_000187,88282.28107591308
id_000188,5720.8801269728865
id_000189,-5238.80718090232
id_000190,-15694.54628992411
id_000191,18484.145380938167
id_000192,-4651.658293698551
id_000193,21361.967899294206
id_000194,102017.89660593032
