obs_id,age_pred
id_000001,10.096096530977874
id_000002,8.926415416452274
id_000003,10.973357366872076
id_000004,10.169201600635725
id_000005,8.707100207478723
id_000006,9.657466113030775
id_000007,12.727879038660479
id_000008,11.704408063450577
id_000009,10.315411739951426
id_000010,12.581668899344779
id_000011,10.973357366872076
id_000012,9.876781322004325
id_000013,10.680937088240675
id_000014,10.900252297214227
id_000015,10.607832018582826
id_000016,11.411987784819177
id_000017,9.584361043372924
id_000018,9.803676252346474
id_000019,9.365045834399375
id_000020,9.584361043372924
id_000021,8.999520486110123
id_000022,9.145730625425823
id_000023,11.850618202766277
id_000024,10.827147227556376
id_000025,12.362353690371227
id_000026,12.289248620713376
id_000027,12.069933411739827
id_000028,11.996828342081978
id_000029,12.216143551055527
id_000030,10.827147227556376
id_000031,12.727879038660479
id_000032,14.62861084976458
id_000033,13.02029931729188
id_000034,14.555505780106731
id_000035,15.067241267711681
id_000036,9.730571182688625
id_000037,12.87408917797618
id_000038,10.022991461320025
id_000039,11.704408063450577
id_000040,9.218835695083675
id_000041,9.584361043372924
id_000042,11.850618202766277
id_000043,8.195364719873773
id_000044,8.078396608421212
id_000045,8.122259650215922
id_000046,8.999520486110123
id_000047,9.949886391662176
id_000048,10.096096530977874
id_000049,8.560890068163022
id_000050,11.485092854477028
id_000051,10.680937088240675
id_000052,9.365045834399375
id_000053,10.242306670293576
id_000054,10.096096530977874
id_000055,9.511255973715075
id_000056,11.119567506187776
id_000057,9.876781322004325
id_000058,10.388516809609275
id_000059,8.268469789531622
id_000060,10.461621879267126
id_000061,9.876781322004325
id_000062,10.461621879267126
id_000063,10.827147227556376
id_000064,9.365045834399375
id_000065,10.607832018582826
id_000066,9.876781322004325
id_000067,12.581668899344779
id_000068,14.99413619805383
id_000069,10.388516809609275
id_000070,8.560890068163022
id_000071,11.923723272424127
id_000072,9.365045834399375
id_000073,14.116875362159629
id_000074,13.458929735238979
id_000075,12.508563829686928
id_000076,11.996828342081978
id_000077,12.508563829686928
id_000078,12.362353690371227
id_000079,12.069933411739827
id_000080,12.947194247634028
id_000081,12.069933411739827
id_000082,17.772128845052137
id_000083,12.581668899344779
id_000084,16.38313252155298
id_000085,13.166509456607578
id_000086,14.33619057113318
id_000087,13.751350013870379
id_000088,11.704408063450577
id_000089,10.315411739951426
id_000090,12.727879038660479
id_000091,11.631302993792726
id_000092,11.704408063450577
id_000093,13.60513987455468
id_000094,13.60513987455468
id_000095,14.99413619805383
id_000096,14.921031128395981
id_000097,11.558197924134877
id_000098,10.022991461320025
id_000099,10.315411739951426
id_000100,10.169201600635725
id_000101,8.999520486110123
id_000102,11.631302993792726
id_000103,12.800984108318328
id_000104,10.900252297214227
id_000105,12.947194247634028
id_000106,11.338882715161326
id_000107,11.996828342081978
id_000108,11.119567506187776
id_000109,10.827147227556376
id_000110,9.803676252346474
id_000111,10.169201600635725
id_000112,10.461621879267126
id_000113,9.438150904057224
id_000114,10.315411739951426
id_000115,10.973357366872076
id_000116,10.534726948924975
id_000117,11.119567506187776
id_000118,10.315411739951426
id_000119,12.435458760029078
id_000120,9.145730625425823
id_000121,9.949886391662176
id_000122,9.145730625425823
id_000123,11.631302993792726
id_000124,8.926415416452274
id_000125,8.926415416452274
id_000126,8.341574859189473
id_000127,8.926415416452274
id_000128,9.072625555767974
id_000129,15.798291964290183
id_000130,19.307335307866985
id_000131,13.89756015318608
id_000132,9.789055238414905
id_000133,8.809447304999713
id_000134,8.897173388589133
id_000135,8.312332831326334
id_000136,9.88409182897011
id_000137,8.604753109957732
id_000138,8.824068318931284
id_000139,9.613603071236064
id_000140,9.2553882299126
id_000141,11.521645389305952
id_000142,11.799444654005782
id_000143,14.431227161688387
id_000144,11.448540319648101
id_000145,10.388516809609275
id_000146,10.447000865335555
id_000147,10.191133121533081
id_000148,8.517027026368313
id_000149,8.085707115386997
id_000150,8.049154580558072
id_000151,12.65477396900263
id_000152,12.800984108318328
id_000153,14.482400710448882
id_000154,13.093404386949729
id_000155,12.435458760029078
id_000156,10.973357366872076
id_000157,12.87408917797618
id_000158,17.187288287789336
id_000159,12.069933411739827
id_000160,14.33619057113318
id_000161,12.87408917797618
id_000162,11.996828342081978
id_000163,12.947194247634028
id_000164,22.59706344247024
id_000165,19.819070795471937
id_000166,18.503179541630637
id_000167,20.33080628307689
id_000168,17.406603496762884
id_000169,19.01491502923559
id_000170,16.96797307881578
id_000171,16.529342660868682
id_000172,11.631302993792726
id_000173,12.069933411739827
id_000174,11.119567506187776
id_000175,8.122259650215922
id_000176,8.999520486110123
id_000177,8.414679928847322
id_000178,8.633995137820873
id_000179,8.122259650215922
id_000180,13.02029931729188
id_000181,12.216143551055527
id_000182,16.23692238223728
id_000183,12.289248620713376
id_000184,12.65477396900263
id_000185,14.62861084976458
id_000186,13.093404386949729
id_000187,12.069933411739827
id_000188,13.458929735238979
id_000189,12.508563829686928
id_000190,12.143038481397678
id_000191,12.65477396900263
id_000192,13.166509456607578
id_000193,13.166509456607578
id_000194,10.096096530977874
id_000195,10.754042157898526
id_000196,11.485092854477028
id_000197,10.973357366872076
id_000198,14.701715919422432
id_000199,11.704408063450577
id_000200,12.069933411739827
id_000201,9.876781322004325
id_000202,12.069933411739827
id_000203,11.265777645503476
id_000204,11.923723272424127
id_000205,9.657466113030775
id_000206,10.242306670293576
id_000207,9.657466113030775
id_000208,9.657466113030775
id_000209,12.435458760029078
id_000210,9.072625555767974
id_000211,11.119567506187776
id_000212,8.780205277136574
id_000213,9.657466113030775
id_000214,10.900252297214227
id_000215,11.338882715161326
id_000216,11.631302993792726
id_000217,9.876781322004325
id_000218,9.511255973715075
id_000219,10.315411739951426
id_000220,9.438150904057224
id_000221,9.949886391662176
id_000222,10.534726948924975
id_000223,10.680937088240675
id_000224,10.169201600635725
id_000225,9.365045834399375
id_000226,10.169201600635725
id_000227,9.218835695083675
id_000228,8.926415416452274
id_000229,13.02029931729188
id_000230,11.485092854477028
id_000231,11.923723272424127
id_000232,12.65477396900263
id_000233,14.26308550147533
id_000234,8.414679928847322
id_000235,9.730571182688625
id_000236,8.487784998505173
id_000237,7.924875962139727
id_000238,7.961428496968653
id_000239,7.946807483037082
id_000240,7.976049510900222
id_000241,11.923723272424127
id_000242,8.414679928847322
id_000243,8.195364719873773
id_000244,8.487784998505173
id_000245,8.780205277136574
id_000246,8.780205277136574
id_000247,8.633995137820873
id_000248,8.926415416452274
id_000249,8.560890068163022
id_000250,8.926415416452274
id_000251,8.780205277136574
id_000252,13.166509456607578
id_000253,12.289248620713376
id_000254,12.947194247634028
id_000255,12.87408917797618
id_000256,13.31271959592328
id_000257,13.89756015318608
id_000258,12.947194247634028
id_000259,13.239614526265429
id_000260,12.216143551055527
id_000261,11.704408063450577
id_000262,11.850618202766277
id_000263,11.485092854477028
id_000264,8.283090803463192
id_000265,8.487784998505173
id_000266,10.242306670293576
id_000267,11.338882715161326
id_000268,9.22614620204946
id_000269,11.631302993792726
id_000270,10.388516809609275
id_000271,15.944502103605883
id_000272,13.31271959592328
id_000273,13.53203480489683
id_000274,14.482400710448882
id_000275,13.89756015318608
id_000276,16.456237591210833
id_000277,15.067241267711681
id_000278,17.991444054025685
id_000279,14.18998043181748
id_000280,11.558197924134877
id_000281,12.289248620713376
id_000282,8.999520486110123
id_000283,10.096096530977874
id_000284,11.192672575845627
id_000285,12.435458760029078
id_000286,12.069933411739827
id_000287,10.900252297214227
id_000288,10.900252297214227
id_000289,10.680937088240675
id_000290,11.411987784819177
id_000291,12.65477396900263
id_000292,13.093404386949729
id_000293,12.508563829686928
id_000294,13.02029931729188
id_000295,13.38582466558113
id_000296,8.487784998505173
id_000297,8.414679928847322
id_000298,8.341574859189473
id_000299,10.096096530977874
id_000300,8.999520486110123
id_000301,9.365045834399375
id_000302,12.800984108318328
id_000303,8.984899472178554
id_000304,8.948346937349628
id_000305,10.096096530977874
id_000306,8.063775594489643
id_000307,7.976049510900222
id_000308,15.725186894632333
id_000309,10.754042157898526
id_000310,11.923723272424127
id_000311,13.60513987455468
id_000312,11.777513133108428
id_000313,12.947194247634028
id_000314,14.26308550147533
id_000315,14.62861084976458
id_000316,9.949886391662176
id_000317,13.60513987455468
id_000318,9.657466113030775
id_000319,12.581668899344779
id_000320,8.780205277136574
id_000321,8.341574859189473
id_000322,8.122259650215922
id_000323,9.365045834399375
id_000324,8.414679928847322
id_000325,8.999520486110123
id_000326,9.072625555767974
id_000327,8.853310346794423
id_000328,10.900252297214227
id_000329,9.291940764741524
id_000330,9.218835695083675
id_000331,10.827147227556376
id_000332,9.291940764741524
id_000333,8.414679928847322
id_000334,8.195364719873773
id_000335,18.283864332657085
id_000336,13.093404386949729
id_000337,12.65477396900263
id_000338,14.116875362159629
id_000339,12.727879038660479
id_000340,12.069933411739827
id_000341,12.289248620713376
id_000342,14.921031128395981
id_000343,12.581668899344779
id_000344,10.388516809609275
id_000345,11.411987784819177
id_000346,10.534726948924975
id_000347,11.923723272424127
id_000348,8.707100207478723
id_000349,9.218835695083675
id_000350,11.996828342081978
id_000351,11.485092854477028
id_000352,11.850618202766277
id_000353,11.485092854477028
id_000354,11.119567506187776
id_000355,12.87408917797618
id_000356,16.38313252155298
id_000357,13.67824494421253
id_000358,13.67824494421253
id_000359,18.137654193341383
id_000360,14.99413619805383
id_000361,13.02029931729188
id_000362,12.87408917797618
id_000363,14.409295640791031
id_000364,12.216143551055527
id_000365,13.02029931729188
id_000366,13.093404386949729
id_000367,11.777513133108428
id_000368,11.777513133108428
id_000369,12.508563829686928
id_000370,14.77482098908028
id_000371,13.97066522284393
id_000372,15.213451407027382
id_000373,16.675552800184384
id_000374,14.04377029250178
id_000375,13.751350013870379
id_000376,16.748657869842233
id_000377,12.069933411739827
id_000378,11.558197924134877
id_000379,13.31271959592328
id_000380,12.727879038660479
id_000381,13.53203480489683
id_000382,11.558197924134877
id_000383,10.827147227556376
id_000384,10.754042157898526
id_000385,11.338882715161326
id_000386,9.876781322004325
id_000387,11.046462436529925
id_000388,10.022991461320025
id_000389,11.119567506187776
id_000390,9.949886391662176
id_000391,9.438150904057224
id_000392,10.534726948924975
id_000393,10.534726948924975
id_000394,9.072625555767974
id_000395,8.926415416452274
id_000396,9.584361043372924
id_000397,11.411987784819177
id_000398,10.607832018582826
id_000399,11.704408063450577
id_000400,12.435458760029078
id_000401,10.461621879267126
id_000402,11.338882715161326
id_000403,10.169201600635725
id_000404,10.827147227556376
id_000405,9.511255973715075
id_000406,11.411987784819177
id_000407,10.096096530977874
id_000408,12.143038481397678
id_000409,12.069933411739827
id_000410,11.338882715161326
id_000411,12.87408917797618
id_000412,11.996828342081978
id_000413,11.996828342081978
id_000414,11.411987784819177
id_000415,13.60513987455468
id_000416,13.166509456607578
id_000417,13.751350013870379
id_000418,14.482400710448882
id_000419,13.166509456607578
id_000420,11.338882715161326
id_000421,15.28655647668523
id_000422,10.169201600635725
id_000423,10.827147227556376
id_000424,8.414679928847322
id_000425,8.341574859189473
id_000426,12.581668899344779
id_000427,12.727879038660479
id_000428,12.727879038660479
id_000429,13.38582466558113
id_000430,13.53203480489683
id_000431,12.216143551055527
id_000432,12.65477396900263
id_000433,12.581668899344779
id_000434,11.631302993792726
id_000435,9.657466113030775
id_000436,11.119567506187776
id_000437,9.218835695083675
id_000438,9.218835695083675
id_000439,9.145730625425823
id_000440,11.558197924134877
id_000441,9.145730625425823
id_000442,8.926415416452274
id_000443,12.069933411739827
id_000444,9.145730625425823
id_000445,9.657466113030775
id_000446,11.923723272424127
id_000447,13.60513987455468
id_000448,13.38582466558113
id_000449,13.38582466558113
id_000450,11.704408063450577
id_000451,16.38313252155298
id_000452,14.04377029250178
id_000453,13.166509456607578
id_000454,11.631302993792726
id_000455,12.727879038660479
id_000456,11.411987784819177
id_000457,13.60513987455468
id_000458,9.072625555767974
id_000459,9.35773532743359
id_000460,11.338882715161326
id_000461,8.999520486110123
id_000462,11.777513133108428
id_000463,8.268469789531622
id_000464,8.195364719873773
id_000465,8.268469789531622
id_000466,8.019912552694933
id_000467,13.751350013870379
id_000468,13.89756015318608
id_000469,17.041078148473634
id_000470,14.701715919422432
id_000471,11.09763598529042
id_000472,10.490863907130265
id_000473,9.430840397091439
id_000474,10.549347962856546
id_000475,11.945654793321483
id_000476,11.770202626142643
